MeasurementDateGMT,Greenwich - Trafalgar Road (Hoskins St): Nitric Oxide (ug/m3),Greenwich - Trafalgar Road (Hoskins St): Nitrogen Dioxide (ug/m3),Greenwich - Trafalgar Road (Hoskins St): Oxides of Nitrogen (ug/m3),Greenwich - Trafalgar Road (Hoskins St): PM10 Particulate (ug/m3)
2020-10-22,1005.0,1093.0,2636.0,451.6000000000001
2020-10-23,1058.0,1186.0,2809.0,430.4
2020-10-24,291.0,523.0,968.0,304.30000000000007
2020-10-25,370.0,629.0,1196.0,259.8
2020-10-26,1106.0,1122.0,2819.0,443.40000000000003
2020-10-27,779.0,901.0,2095.0,341.80000000000007
2020-10-28,743.0,918.0,2058.0,383.9
2020-10-29,752.0,856.0,2015.0,368.4000000000001
2020-10-30,660.0,826.0,1841.0,325.09999999999997
2020-10-31,392.0,594.0,1197.0,438.1
2020-11-01,219.0,371.0,710.0,403.0000000000001
2020-11-02,610.0,717.0,1651.0,358.9
2020-11-03,1119.0,1208.0,2921.0,406.59999999999997
2020-11-04,2304.0,1535.0,5067.0,731.7
2020-11-05,2883.0,1671.0,6090.0,1480.0
2020-11-06,1503.0,1514.0,3822.0,1446.5000000000002
2020-11-07,1162.0,1152.0,2933.0,997.4000000000001
2020-11-08,836.0,934.0,2214.0,910.5
2020-11-09,826.0,916.0,2185.0,481.1
2020-11-10,1080.0,1177.0,2830.0,467.1
2020-11-11,551.0,672.0,1514.0,383.9
2020-11-12,641.0,899.0,1881.0,430.69999999999993
2020-11-13,890.0,1165.0,2535.0,509.09999999999997
2020-11-14,227.0,440.0,787.0,393.2
2020-11-15,171.0,383.0,644.0,255.40000000000003
2020-11-16,637.0,835.0,1815.0,349.69999999999993
2020-11-17,491.0,746.5,1500.5,354.49999999999994
2020-11-18,543.0,696.0,1534.0,430.0
2020-11-19,638.0,853.0,1828.0,338.19999999999993
2020-11-20,1227.0,1217.0,3095.0,421.50000000000006
2020-11-21,501.0,792.0,1564.0,316.00000000000006
2020-11-22,752.0,1069.0,2220.0,348.70000000000005
2020-11-23,1760.0,1324.0,4021.0,549.0000000000001
2020-11-24,506.0,722.0,1504.0,352.6
2020-11-25,474.0,712.0,1439.0,468.19999999999993
2020-11-26,619.0,1104.0,2054.0,637.3999999999999
2020-11-27,1347.0,1177.0,3240.0,731.3
2020-11-28,638.0,1107.0,2087.0,1007.9000000000001
2020-11-29,332.0,950.0,1462.0,672.7
2020-11-30,1244.0,998.0,2908.0,533.1999999999999
2020-12-01,90.0,533.0,667.0,326.2
2020-12-02,1912.0,1378.0,4314.0,659.8
2020-12-03,1043.0,1167.0,2768.0,321.99999999999994
2020-12-04,967.0,1112.0,2597.0,298.2
2020-12-05,342.0,867.0,1395.0,328.99999999999994
2020-12-06,183.0,728.0,1007.0,351.1
2020-12-07,686.0,1024.0,2075.0,455.4999999999999
2020-12-08,2047.0,1290.0,4431.5,608.6
2020-12-09,1464.0,1261.0,3505.0,502.00000000000006
2020-12-10,510.0,727.0,1513.0,474.4
2020-12-11,1634.0,1361.0,3866.0,452.59999999999997
2020-12-12,1220.0,1370.0,3243.0,491.1
2020-12-13,280.0,593.0,1019.0,248.30000000000004
2020-12-14,451.0,751.0,1445.0,366.3
2020-12-15,823.0,1063.0,2324.0,396.4
2020-12-16,548.0,768.0,1609.0,311.49999999999994
2020-12-17,761.0,925.0,2098.0,393.3999999999999
2020-12-18,330.0,476.0,983.0,270.40000000000003
2020-12-19,321.0,551.0,1045.0,341.6
2020-12-20,288.0,603.0,1044.0,296.20000000000005
2020-12-21,376.0,544.0,1115.0,183.99999999999997
2020-12-22,771.0,942.0,2121.0,363.09999999999997
2020-12-23,567.0,899.0,1768.0,220.8
2020-12-24,10.0,225.0,245.0,123.19999999999997
2020-12-25,111.0,459.0,625.0,245.60000000000002
2020-12-26,172.0,445.0,710.0,210.50000000000003
2020-12-27,394.0,701.0,1307.0,292.40000000000003
2020-12-28,172.0,698.0,967.0,272.59999999999997
2020-12-29,223.0,648.0,989.0,329.6
2020-12-30,1405.0,1287.0,3441.0,494.20000000000005
2020-12-31,571.0,943.0,1813.0,409.8
2021-01-01,694.0,812.0,1873.0,554.8000000000002
2021-01-02,50.0,464.0,539.0,234.49999999999997
2021-01-03,45.0,348.0,416.0,227.39999999999998
2021-01-04,32.0,270.0,319.0,180.1
2021-01-05,53.0,362.0,442.0,186.4
2021-01-06,85.0,477.0,603.0,235.99999999999994
2021-01-07,1591.0,1268.0,3704.0,590.7
2021-01-08,723.0,984.0,2099.0,513.3
2021-01-09,1043.0,1037.0,2636.0,558.6999999999999
2021-01-10,771.0,1101.0,2282.0,424.29999999999995
2021-01-11,721.0,1078.0,2182.0,305.9
2021-01-12,272.5,698.5,1120.0,237.8
2021-01-13,1510.0,1404.0,3722.0,424.6
2021-01-14,150.0,845.0,1070.0,176.70000000000002
2021-01-15,1133.0,1064.0,2802.0,526.0999999999999
2021-01-16,769.0,980.0,2162.0,327.59999999999997
2021-01-17,351.0,839.0,1376.0,418.70000000000005
2021-01-18,828.0,1115.0,2389.0,399.1000000000001
2021-01-19,294.0,513.0,964.0,210.0
2021-01-20,186.0,363.0,645.0,282.40000000000003
2021-01-21,501.0,826.0,1596.0,314.9000000000001
2021-01-22,1106.0,1209.0,2904.0,391.00000000000006
2021-01-23,1014.0,1128.0,2690.0,369.29999999999995
2021-01-24,329.0,968.0,1472.0,294.4
2021-01-25,1333.0,1396.0,3441.0,386.0999999999999
2021-01-26,1209.0,1266.0,3121.0,297.9
2021-01-27,1154.0,1156.0,2923.0,354.90000000000003
2021-01-28,626.0,969.0,1928.0,308.3999999999999
2021-01-29,700.0,997.0,2074.0,331.0
2021-01-30,90.0,510.0,645.0,233.29999999999998
2021-01-31,141.0,608.0,822.0,345.5999999999999
2021-02-01,178.0,644.0,913.0,377.0
2021-02-02,583.0,869.0,1767.0,476.4
2021-02-03,898.0,1191.0,2564.0,447.8
2021-02-04,472.0,816.0,1541.0,312.1
2021-02-05,689.0,978.0,2030.0,320.30000000000007
2021-02-06,252.0,641.0,1025.0,325.9
2021-02-07,9.0,185.0,202.0,239.59999999999988
2021-02-08,26.0,309.0,352.0,197.3
2021-02-09,79.0,534.0,664.0,240.49999999999997
2021-02-10,74.0,467.0,581.0,236.9
2021-02-11,214.0,790.0,1118.0,491.0
2021-02-12,121.0,572.0,756.0,514.1999999999999
2021-02-13,223.0,538.0,878.0,442.60000000000014
2021-02-14,129.0,362.0,559.0,457.0000000000001
2021-02-15,519.0,753.0,1549.0,341.70000000000005
2021-02-16,339.0,640.0,1162.0,379.6000000000001
2021-02-17,239.0,531.0,901.0,374.3
2021-02-18,456.0,705.0,1406.0,338.0999999999999
2021-02-19,96.6979865771812,383.46308724832215,540.510067114094,412.0
2021-02-20,148.24161073825502,432.42953020134235,666.7919463087248,889.0999999999998
2021-02-21,199.78523489932886,481.3959731543625,793.0738255033557,699.0000000000001
2021-02-22,251.3288590604027,530.3624161073826,919.3557046979867,727.9
2021-02-23,302.8724832214765,579.3288590604027,1045.6375838926176,425.00000000000006
2021-02-24,354.41610738255036,628.2953020134229,1171.9194630872485,514.8000000000001
2021-02-25,405.95973154362423,677.261744966443,1298.201342281879,535.8000000000001
2021-02-26,457.50335570469804,726.228187919463,1424.4832214765104,688.1999999999999
2021-02-27,509.04697986577185,775.1946308724835,1550.7651006711405,799.1999999999998
2021-02-28,560.5906040268457,824.1610738255033,1677.0469798657723,547.3
2021-03-01,612.1342281879196,873.1275167785236,1803.3288590604022,362.5710937499999
2021-03-02,663.6778523489934,922.0939597315438,1929.6107382550344,388.37812499999984
2021-03-03,715.2214765100671,971.0604026845635,2055.892617449664,413.12812499999984
2021-03-04,766.765100671141,1020.0268456375841,2182.174496644296,437.87812499999984
2021-03-05,818.3087248322149,1068.9932885906042,2308.4563758389263,462.62812499999984
2021-03-06,869.8523489932885,1117.959731543624,2434.7382550335583,487.37812499999984
2021-03-07,921.3959731543624,1166.9261744966443,2561.0201342281875,512.1281249999998
2021-03-08,972.9395973154363,1215.8926174496646,2687.3020134228186,536.8781249999998
2021-03-09,984.2617449664431,1287.7986577181207,2782.691275167785,561.628125
2021-03-10,297.0,569.0,1020.0,586.378125
2021-03-11,445.0,692.0,1373.0,570.1257812499997
2021-03-12,477.0,828.0,1558.0,490.50000000000006
2021-03-13,440.0,743.0,1417.0,409.8
2021-03-14,368.0,738.0,1299.0,386.70000000000005
2021-03-15,127.0,629.0,823.0,422.1000000000001
2021-03-16,410.0,671.0,1298.5,531.9000000000001
2021-03-17,112.0,383.0,557.0,825.8417910447761
2021-03-18,96.0,463.0,611.0,859.6656716417912
2021-03-19,302.0,576.0,1036.0,851.0686567164181
2021-03-20,404.0,794.0,1416.0,842.4716417910448
2021-03-21,194.0,448.0,743.0,833.8746268656716
2021-03-22,900.0,1401.0,2783.0,825.2776119402985
2021-03-23,983.0,1249.0,2759.0,759.9000000000002
2021-03-24,913.0,1162.0,2565.0,757.1
2021-03-25,688.0,923.0,1980.0,455.6000000000001
2021-03-26,632.0,776.0,1751.0,424.90000000000003
2021-03-27,600.0,705.0,1625.0,444.7000000000001
2021-03-28,257.0,358.0,749.0,512.3
2021-03-29,640.0,964.0,1938.0,583.1999999999998
2021-03-30,1567.0,1910.0,4313.0,1008.4999999999999
2021-03-31,2210.0,2430.0,5816.0,1493.8
2021-04-01,321.0,619.0,1112.0,1066.5389380530974
2021-04-02,48.0,109.0,179.0,841.7840707964602
2021-04-03,47.0,105.0,176.0,667.4548672566373
2021-04-04,403.0,702.0,1319.0,493.1256637168142
2021-04-05,68.0,165.0,270.0,318.79646017699116
2021-04-06,165.0,287.0,538.0,250.2
2021-04-07,782.0,995.0,2194.0,378.90000000000003
2021-04-08,668.0,957.0,1983.0,421.5
2021-04-09,652.0,862.0,1866.0,363.3
2021-04-10,92.0,354.0,492.0,392.70000000000005
2021-04-11,157.0,395.0,631.0,254.1
2021-04-12,753.0,1184.0,2342.0,437.7
2021-04-13,1379.0,1746.0,3861.0,680.2999999999998
2021-04-14,460.0,911.0,1617.0,718.95
2021-04-15,138.0,501.0,711.0,734.79
2021-04-16,237.0,799.0,1165.0,750.6300000000001
2021-04-17,213.0,767.0,1098.0,766.47
2021-04-18,200.0,757.0,1063.0,782.3100000000002
2021-04-19,360.0,1093.0,1645.0,798.15
2021-04-20,432.0,1286.0,1945.0,1153.3
2021-04-21,263.0,970.0,1370.0,1130.0000000000002
2021-04-22,167.0,623.0,875.0,601.5999999999999
2021-04-23,237.0,906.0,1268.0,626.3000000000001
2021-04-24,135.0,723.0,931.0,538.6
2021-04-25,28.0,328.0,370.0,409.4999999999999
2021-04-26,85.0,428.0,558.0,467.0
2021-04-27,468.0,1007.0,1729.0,767.2888888888889
2021-04-28,71.0,623.0,731.0,765.4074074074075
2021-04-29,39.0,422.0,483.0,663.7185185185186
2021-04-30,408.0,958.0,1583.0,562.0296296296297
2021-05-01,79.0,546.0,671.0,460.34074074074084
2021-05-02,337.0,968.0,1484.0,358.6518518518518
2021-05-03,166.0,407.0,661.0,256.96296296296305
2021-05-04,439.0,653.0,1331.0,311.6
2021-05-05,590.0,838.0,1745.0,252.1
2021-05-06,488.0,741.0,1488.0,388.65
2021-05-07,733.0,947.0,2073.0,377.3
2021-05-08,267.0,463.0,874.0,357.7
2021-05-09,232.0,467.0,821.0,270.59999999999997
2021-05-10,304.0,548.0,1013.0,334.9
2021-05-11,363.0,715.0,1267.0,303.43384615384616
2021-05-12,359.0,655.0,1205.0,299.0584615384615
2021-05-13,202.0,861.0,1170.0,340.70769230769224
2021-05-14,170.0,683.0,946.0,353.79999999999995
2021-05-15,405.0,792.0,1413.0,293.8
2021-05-16,317.0,673.0,1157.0,277.20000000000005
2021-05-17,519.0,945.0,1739.0,266.8999999999999
2021-05-18,749.0,965.0,2115.0,349.5999999999999
2021-05-19,456.0,930.0,1632.0,241.20000000000005
2021-05-20,483.5,614.5,1362.0,468.79999999999995
2021-05-21,557.0,508.0,1361.0,470.40000000000003
2021-05-22,604.0,893.0,1816.0,292.2
2021-05-23,208.0,381.0,699.0,331.5
2021-05-24,428.0,704.0,1364.0,259.53513513513514
2021-05-25,855.0,1003.0,2316.0,271.26486486486493
2021-05-26,588.0,854.0,1758.0,365.99999999999994
2021-05-27,380.0,873.0,1452.0,461.20000000000005
2021-05-28,297.0,882.0,1337.0,606.1
2021-05-29,140.0,685.0,902.0,570.5000000000001
2021-05-30,59.0,345.0,442.0,518.9000000000001
2021-05-31,101.0,574.0,727.0,611.8
2021-06-01,112.0,779.0,952.0,733.6
2021-06-02,146.0,1071.0,1294.0,773.5
2021-06-03,580.0,977.0,1861.0,591.4
2021-06-04,96.5,441.0,591.0,327.59999999999997
2021-06-05,367.0,728.0,1292.0,475.8999999999999
2021-06-06,290.0,555.0,1000.0,349.9
2021-06-07,456.0,649.0,1349.0,360.1
2021-06-08,556.0,691.0,1542.0,408.40000000000003
2021-06-09,678.0,905.0,1945.0,443.5
2021-06-10,642.0,555.0,1542.0,355.1
2021-06-11,763.0,680.0,1846.0,395.7
2021-06-12,173.0,351.0,621.0,412.40000000000003
2021-06-13,244.0,615.0,992.0,533.4
2021-06-14,341.0,660.0,1181.0,503.69999999999993
2021-06-15,146.0,426.0,649.0,514.9
2021-06-16,475.0,875.0,1602.0,556.6
2021-06-17,245.0,443.0,819.0,403.6000000000001
2021-06-18,85.0,223.0,355.0,195.8
2021-06-19,91.0,202.0,345.0,281.59999999999997
2021-06-20,73.0,125.0,231.0,237.69999999999993
2021-06-21,65.0,143.0,244.0,267.3123595505618
2021-06-22,69.0,172.0,280.0,299.54157303370783
2021-06-23,135.0,373.0,585.0,325.42921348314604
2021-06-24,715.0,874.0,1971.0,351.31685393258425
2021-06-25,543.0,606.0,1443.0,348.6000000000001
2021-06-26,173.0,342.0,609.0,360.0
2021-06-27,86.0,257.0,392.0,553.1999999999999
2021-06-28,83.0,310.0,439.0,380.40000000000003
2021-06-29,79.0,180.0,296.0,390.4
2021-06-30,2.0,6.0,9.0,13.2
